eon;eoff;vds;ids;rds_on
0.000193722863662;3.19853286279e-05;125.99987793;19.9023666382;0.0159462130839
0.000250777114834;4.06194449836e-05;125.999900818;25.0392284393;0.0159534313656
0.000328353674009;5.19683789116e-05;125.999923706;31.4965934753;0.0159626872084
0.000430916199554;6.66516232476e-05;125.999938965;39.6107902527;0.0159746292598
0.000567044202053;8.53111021131e-05;125.999954224;49.8019638062;0.0159901428738
0.000754284641235;0.000110000769105;125.999961853;62.5938949585;0.0160104809597
0.00100908548605;0.000142184280494;125.999969482;78.6377716064;0.0160374953848
0.00136197509929;0.000186542808125;125.999977112;98.7403488159;0.0160740348502
0.00186167436586;0.000244268324847;125.999977112;123.896446228;0.0161247629601
0.00254145411489;0.000320272857958;125.999984741;155.324615479;0.0161981039637
0.00351584924178;0.000423685556703;125.999984741;194.502197266;0.0163116790684
0.0049120965973;0.000564243460819;125.999992371;243.182571411;0.0165142150325
0.00695589280677;0.000754102120922;125.999992371;303.17098999;0.0171600592648
0.0104223567107;0.00109769972394;125.999992371;373.127227783;0.0211887251073
0.0153902275529;0.0015685776075;125.999992371;455.800170898;0.0244369222719
1.02525344032e-06;2.1693609942e-07;150.966995239;0.0999989560599;0.015768392292
1.28172225046e-06;4.16484357851e-07;150.9737854;0.125890965967;0.0150624165824
1.62104995161e-06;8.2797846569e-07;150.979171753;0.158486589205;0.016444032765
2.03771034315e-06;1.74532782899e-06;150.983459473;0.199521972464;0.0161534607036
2.59386286763e-06;3.16548807619e-06;150.986862183;0.25118199648;0.0159036148991
3.2621855142e-06;4.04892101783e-06;150.989562988;0.316217331829;0.0157407659682
4.12733464968e-06;5.67985849118e-06;150.991714478;0.398090318803;0.0160448503677
5.18748436836e-06;5.89288265726e-06;150.993419494;0.501161008865;0.015778029178
6.5745138278e-06;5.95034560319e-06;150.994766235;0.630915425823;0.0158998092859
8.33670496319e-06;6.00127491865e-06;150.995849609;0.794261589523;0.0159463135342
1.04888902983e-05;6.02988389694e-06;150.996704102;0.999894657363;0.015910597577
1.32460471943e-05;6.04621059779e-06;150.997375488;1.25875867508;0.0158857308998
1.68251519897e-05;6.09418497218e-06;150.997924602;1.58462829544;0.0159243289141
2.1246798523e-05;6.36032355941e-06;150.998349224;1.9948427418;0.0159183581487
2.70299890248e-05;6.95318581531e-06;150.998681269;2.51122118666;0.0159244042693
3.41088675982e-05;7.87167626328e-06;150.998959806;3.16122341156;0.015924173601
4.33831518533e-05;9.17420346022e-06;150.999175734;3.9794015172;0.0159192218012
5.48110428733e-05;1.09682498799e-05;150.999343872;5.00922438365;0.0159261149004
7.03983599407e-05;1.33863096517e-05;150.999481201;6.30537700653;0.015927724834
