eon;eoff;vds;ids
0.011076917002;0.001606322049;575.999694824;125.557022095
0.0136894920082;0.00193065530876;575.999755859;150.361999512
0.0164127354018;0.0022542762847;575.999816895;175.130340576
0.019269815714;0.00258462104571;575.999816895;199.861099243
0.0222336654287;0.00291421844595;575.999816895;224.552856445
0.0253193443529;0.00324215181528;575.99987793;249.203048706
0.0285239340832;0.00358091722862;575.99987793;273.806274414
0.0318643561886;0.00392630280607;575.99987793;298.343841553
0.0354075981599;0.00428371068106;575.99987793;322.642120361
0.0391550844541;0.00464890714964;575.99987793;346.809082031
0.0430071314412;0.00503032040821;575.99987793;370.896026611
0.0470011286486;0.00539663090851;575.99987793;394.903320312
0.0511337407664;0.00578300410434;575.999938965;418.831359863
0.0553285965634;0.00618411170785;575.999938965;442.680511475
0.0597377338878;0.00658170147759;575.999938965;466.451171875
0.0642687245347;0.00697872607387;575.999938965;490.143707275
7.32083064748e-05;4.49895561057e-05;600.414375965;0.999973503038
0.00207228230876;0.000357226866197;600.496676934;25.9820671082
0.00426518180459;0.000696826711624;600.513654539;50.9308853149
0.00661546116888;0.00103816352903;600.523803711;75.8462295532
0.00910483274601;0.00138187420685;600.531066895;100.727836609
0.0117227141661;0.00172899465993;600.536743164;125.575386047
0.0144763081501;0.00207457377999;600.541442871;150.388427734
0.017358781359;0.002425537127;600.545471191;175.16633606
0.0203640579102;0.00277550030772;600.548950195;199.908218384
0.0234944010178;0.00312948020743;600.552124023;224.61265564
0.0267459542824;0.00348776804304;600.554931641;249.277236938
0.0301265152315;0.00384176227527;600.557495117;273.896759033
0.0336464378939;0.00420907309965;600.559875488;298.453063965
0.0373444572334;0.0045943641369;600.562072754;322.778900146
0.0412598544636;0.00498497510688;600.564147949;346.979522705
0.0453422132453;0.00538586068401;600.566040039;371.103271484
0.0494721387608;0.00579396143277;600.567871094;395.150482178
0.0537463168529;0.00619306816066;600.569580078;419.121520996
0.0581853554198;0.00661342959342;600.571228027;443.016723633
0.0628165391446;0.00703454115244;600.572814941;466.836456299
0.067480618475;0.00742944816343;600.574279785;490.58102417
